Id,cap.shape,cap.color,stalk.color.above.ring,stalk.color.below.ring,bruises,population
2592,f,n,w,n,False,v
7509,f,g,g,p,True,v
3639,x,n,o,o,False,c
5247,f,n,w,w,False,s
2898,x,g,w,w,True,y
6266,f,g,p,p,False,y
7295,x,n,w,p,False,v
2124,f,w,w,w,True,s
3006,k,n,o,o,False,v
1271,x,e,g,w,True,y
6946,x,p,w,w,False,s
5485,k,e,p,w,False,v
4697,x,e,g,p,True,v
4037,f,y,b,n,False,y
7715,f,g,p,w,True,y
3252,x,g,n,b,False,v
6639,x,w,w,w,True,v
4359,f,e,w,p,True,v
2440,k,n,p,p,False,v
3434,f,e,w,w,False,v
5305,x,g,n,b,False,v
2877,x,g,w,w,False,s
1799,f,g,n,n,False,v
839,x,y,n,p,False,v
5240,f,p,w,w,True,c
1549,k,e,p,p,False,v
3180,f,g,w,w,True,s
279,f,g,p,p,True,v
3515,x,n,w,w,True,y
4261,x,n,w,g,True,y
2496,x,w,w,w,False,v
657,x,y,b,p,False,y
5675,f,b,w,w,True,v
7012,f,n,p,w,True,y
6165,x,e,w,w,False,v
4837,f,g,p,b,False,v
786,x,g,p,b,False,v
7722,x,n,g,w,True,v
1187,f,g,p,p,True,y
3108,f,w,w,w,False,s
4754,f,w,w,w,True,s
5900,x,n,w,g,True,y
207,f,g,w,g,True,y
895,x,w,w,w,False,s
1673,x,n,p,w,False,v
5041,f,g,n,b,False,v
5865,f,n,w,w,True,s
2563,x,e,g,w,True,y
5200,x,y,p,n,False,v
150,x,e,w,w,True,v
4926,f,n,w,w,False,s
1227,k,e,p,p,False,v
2539,x,e,e,w,True,c
5556,f,y,n,b,False,v
503,x,n,p,p,False,v
5378,x,e,p,w,False,v
4850,f,n,w,w,False,v
2297,k,e,p,w,False,v
2921,x,w,w,w,False,s
5737,b,y,w,w,True,n
7753,x,e,p,w,False,v
2313,x,w,w,w,False,v
6903,x,y,p,b,False,v
7365,x,e,p,p,False,v
1289,f,n,w,w,False,v
6965,b,w,w,w,True,n
3933,f,e,w,p,False,v
2919,x,e,w,w,False,v
7455,f,n,p,w,False,v
2277,f,g,p,n,False,y
5928,k,n,p,w,False,v
7897,b,w,w,w,True,n
1098,k,w,w,w,False,n
1407,f,e,p,p,True,v
6630,x,g,p,n,False,y
6715,x,e,w,w,False,v
8039,x,g,p,p,False,y
7494,x,g,p,g,True,y
2250,b,n,w,y,False,v
1414,f,y,p,p,False,v
1743,x,y,w,w,True,n
1378,x,n,g,w,True,v
2391,x,g,b,b,False,v
4537,f,n,w,g,True,y
4500,f,y,n,b,False,y
6197,x,w,w,w,True,v
1662,x,n,w,w,False,v
4595,k,n,w,w,False,v
6184,x,e,p,p,False,v
1954,x,w,w,w,False,s
1082,x,g,g,w,True,v
536,x,n,p,p,True,y
1197,f,y,p,p,False,y
260,x,g,w,w,False,s
3038,b,b,w,w,True,v
1062,x,y,w,w,True,n
2859,f,g,p,w,True,y
6156,x,y,b,p,False,y
5465,k,e,w,w,False,v
7180,f,n,p,w,True,y
6860,x,p,w,w,True,c
2199,x,w,w,w,True,v
146,b,w,w,w,False,s
998,x,n,w,w,True,s
5065,f,e,p,g,True,y
7290,f,y,p,n,False,y
4755,x,e,p,p,False,v
6869,x,w,w,w,False,a
4307,k,e,p,w,False,v
293,f,y,w,w,True,y
6571,x,g,p,n,False,v
3363,x,g,w,w,False,a
5792,f,e,p,p,False,v
816,b,g,w,w,False,n
1580,x,n,w,w,False,v
3196,b,n,n,n,False,y
5589,x,g,p,w,True,v
4710,x,e,p,p,True,y
6734,k,e,p,w,False,v
1030,x,y,w,w,True,y
6407,x,g,w,p,True,v
5264,b,w,w,w,True,n
6345,f,y,w,y,False,v
8008,f,g,n,b,False,y
245,f,g,n,n,False,y
716,f,g,n,p,False,v
7785,f,n,w,w,False,v
1441,f,w,w,w,True,v
5204,k,w,w,w,False,s
4902,x,n,p,w,False,v
3116,k,n,p,w,False,v
5183,x,w,w,w,False,s
1881,x,g,n,b,False,y
7469,k,n,o,o,False,c
4646,f,e,w,p,False,v
5952,x,y,w,w,True,n
2924,k,e,w,w,False,v
1622,f,y,p,b,False,y
4004,f,g,p,g,True,v
5503,k,p,w,e,True,c
4526,f,g,w,p,True,y
7111,f,n,p,w,False,v
2355,f,n,w,w,False,s
4950,f,e,p,w,False,v
5144,f,e,w,w,False,v
6772,f,g,n,p,False,v
4247,k,n,o,o,False,c
5457,f,g,g,p,True,v
4183,x,g,w,w,False,s
5925,s,g,w,w,False,y
2675,f,g,n,n,False,y
1157,f,g,n,p,False,v
4076,f,g,w,w,False,a
4095,f,e,p,w,False,v
4311,b,w,w,w,True,s
8063,f,n,w,g,True,y
1746,f,g,w,w,False,s
1127,f,b,w,w,True,v
3970,x,e,p,p,True,y
568,f,g,b,b,False,y
4284,x,n,p,p,False,v
1661,b,n,o,o,False,v
6832,x,g,p,n,False,y
5826,k,e,p,p,False,v
2023,f,g,p,n,False,v
2584,k,e,p,w,False,v
7839,f,g,g,g,True,y
7419,x,g,p,p,False,v
6761,f,e,p,p,False,v
3578,x,n,p,g,True,v
6271,f,e,w,p,True,v
3656,x,g,b,b,False,y
1226,x,y,w,w,True,n
6482,f,y,n,n,False,y
6652,x,n,w,w,False,v
3039,f,y,n,n,False,v
6122,x,g,w,w,False,s
2024,f,n,w,w,False,v
979,x,g,w,w,False,s
6706,f,w,w,w,True,v
5707,x,e,w,g,True,v
198,x,w,w,w,True,v
3284,x,n,w,w,False,y
6363,x,n,w,w,True,s
1951,f,g,w,g,True,v
2873,f,n,w,w,False,v
4374,x,e,p,p,False,v
1712,x,y,w,w,True,s
7454,x,e,g,p,True,y
3910,b,w,w,w,True,v
5297,x,e,w,w,True,y
5594,x,y,w,w,True,s
2590,x,n,w,p,False,v
7620,x,w,w,w,True,n
6120,x,g,w,w,False,s
6376,f,b,w,w,True,v
5608,k,e,p,p,False,v
7799,f,g,p,n,False,y
3326,f,n,p,g,True,y
4344,x,g,b,b,False,v
5985,x,e,p,w,False,v
7970,x,n,w,w,False,s
3303,f,n,w,w,True,s
59,f,e,p,p,False,v
4572,f,n,w,w,True,v
7759,x,n,p,p,False,v
7816,x,g,n,p,False,y
43,k,g,w,w,False,n
6684,x,g,p,w,True,v
4345,x,g,w,w,False,v
65,k,y,w,y,False,v
761,f,e,p,w,True,v
2324,f,n,p,p,False,v
5052,f,g,p,w,True,v
2490,k,n,w,w,False,v
2501,x,g,w,w,True,v
219,f,n,w,w,True,s
6386,f,e,w,w,False,v
3464,f,n,p,p,True,y
5847,f,g,w,w,False,s
6097,k,n,w,w,False,v
5844,x,w,w,w,True,v
6606,x,e,g,g,True,v
3754,x,n,w,w,True,s
4684,k,n,w,p,False,v
91,x,y,p,p,False,y
3622,f,n,w,w,False,a
7922,x,n,w,w,True,s
6024,f,y,b,n,False,v
84,f,y,b,p,False,y
5021,f,w,w,w,False,a
2868,f,g,w,w,True,s
1894,f,n,w,w,True,y
7404,f,g,w,w,True,v
4224,f,e,g,p,True,v
4527,k,n,o,o,False,v
5564,x,g,w,w,False,s
4343,x,g,w,g,True,v
7848,x,e,p,p,False,v
7073,x,w,w,w,False,n
2343,k,n,w,w,True,c
6196,f,n,p,w,False,v
7068,x,n,p,w,True,v
5164,x,e,w,w,True,y
255,f,y,n,n,False,y
6488,k,n,p,w,False,v
3428,f,e,w,g,True,v
2305,x,g,p,p,False,y
6901,x,n,w,w,True,y
5628,x,e,w,g,True,v
1538,b,n,o,o,False,c
1955,b,n,o,o,False,v
637,x,w,w,w,True,v
1642,k,e,w,w,True,c
6695,f,e,p,p,False,v
4199,f,g,n,p,False,v
2626,f,g,b,p,False,v
671,f,w,w,w,False,s
609,x,y,w,w,True,n
4425,f,e,p,p,True,v
1896,b,n,o,o,False,c
1965,f,y,n,b,False,v
7740,k,n,w,p,False,v
5157,f,w,w,w,True,v
505,f,p,e,e,True,c
8032,x,y,w,w,True,n
6633,f,w,w,w,True,s
1379,f,e,w,w,True,v
2735,x,e,p,p,True,v
300,x,b,e,w,True,c
4105,f,e,w,w,True,y
1942,f,g,p,p,True,v
5235,f,y,w,w,True,s
2303,x,n,w,w,False,a
4489,f,g,n,b,False,y
5083,x,p,w,w,True,c
765,f,n,w,w,True,v
7101,f,g,w,w,False,s
4510,x,g,p,b,False,y
6037,x,g,w,w,False,a
4836,f,y,n,b,False,y
54,f,g,n,b,False,y
7578,x,e,w,w,False,v
4734,x,c,w,n,False,v
7777,f,e,w,w,True,y
6877,x,e,w,p,False,v
7783,k,e,p,p,False,v
1690,f,g,b,p,False,v
6601,f,g,b,n,False,v
6763,x,y,n,p,False,y
6717,f,n,p,g,True,y
7241,f,n,w,w,False,s
5646,x,w,w,w,True,n
2765,x,e,g,w,True,v
6295,f,g,p,b,False,v
485,f,g,w,w,False,a
3785,x,n,p,w,True,v
7064,x,y,n,n,False,y
6739,f,n,w,g,True,y
3590,f,e,w,w,True,v
4652,f,n,p,p,False,v
519,k,e,w,p,False,v
4330,f,g,w,w,False,s
6443,f,c,w,n,False,v
4771,f,w,w,w,True,s
7782,x,n,p,p,False,v
1750,f,g,b,n,False,y
6028,k,p,e,e,True,c
6117,x,y,b,p,False,v
1458,x,n,w,w,False,s
7385,x,p,w,w,False,v
474,f,b,w,w,True,s
3433,k,n,w,p,False,v
5345,x,e,p,p,False,v
2562,f,g,w,w,False,a
5392,x,g,w,w,False,a
6937,f,n,p,w,False,v
3908,f,n,o,o,False,v
1616,f,e,w,p,False,v
5014,x,n,w,w,False,a
195,f,y,w,w,True,s
1928,x,n,o,o,False,c
5318,b,g,w,w,False,s
557,k,e,p,p,False,v
5486,k,e,w,p,False,v
539,x,w,w,w,False,s
6479,x,g,b,n,False,v
6523,x,y,n,n,False,v
921,f,w,w,w,True,s
677,k,b,e,e,True,c
2325,k,n,o,o,False,v
5970,k,n,w,y,False,v
6605,x,n,w,w,False,s
3136,x,n,p,p,True,y
3388,f,y,n,p,False,y
3064,f,y,n,b,False,v
4032,f,n,w,w,False,v
1508,x,w,w,w,True,s
2521,x,w,w,w,True,s
2037,f,e,w,w,False,v
6782,x,y,b,n,False,y
4250,b,y,w,w,True,s
5871,x,e,g,g,True,y
419,f,g,p,p,False,y
2182,x,e,w,p,True,y
3212,x,e,g,p,True,v
4721,f,g,w,g,True,y
2411,f,p,w,e,True,c
4272,x,n,p,p,False,v
243,x,n,o,o,False,c
3139,f,w,w,w,True,v
2572,x,n,w,w,False,a
7231,x,g,w,w,False,s
4172,b,w,w,w,False,s
17,f,e,p,p,False,v
8041,f,n,w,p,False,v
2360,x,e,w,w,False,v
6808,f,y,n,n,False,v
5033,x,y,n,n,False,y
1488,f,g,p,w,True,y
3107,f,e,w,p,True,y
4866,x,n,w,g,True,y
4308,x,w,w,w,True,v
2731,x,e,p,w,False,v
6215,b,w,w,w,True,s
936,k,n,w,w,False,v
696,x,n,w,w,False,v
5524,x,n,w,p,False,v
2771,b,y,w,w,True,n
4791,f,n,g,p,True,v
799,x,e,g,g,True,v
187,x,w,w,w,True,s
1092,x,e,p,p,False,v
3504,x,e,w,p,False,v
1016,x,g,p,g,True,y
3486,k,c,w,n,False,v
5500,x,e,p,p,False,v
7014,x,n,w,w,False,a
3262,x,y,w,w,True,s
1111,f,y,n,n,False,v
7689,f,g,w,g,True,v
2627,x,n,w,w,False,v
7490,x,n,p,p,True,v
1563,f,e,g,p,True,v
7146,k,n,w,p,False,v
7652,x,g,p,w,True,v
2174,f,g,w,w,False,v
4841,f,e,w,w,False,v
6444,x,y,p,b,False,v
560,f,w,w,w,True,v
7202,f,g,b,p,False,y
2062,f,g,n,p,False,y
4041,f,e,w,p,False,v
6790,b,y,w,w,True,n
7940,x,e,w,g,True,y
3088,k,e,w,p,False,v
1492,f,y,n,b,False,y
7049,k,e,p,w,False,v
6358,f,e,w,w,True,v
6682,x,g,w,w,False,s
2320,f,g,w,w,False,a
2616,f,e,w,p,False,v
6128,f,w,w,w,True,v
1386,f,n,w,p,False,v
1784,x,y,b,n,False,y
2978,f,n,w,p,False,v
4757,x,n,w,w,False,v
7059,b,w,w,w,True,n
5974,x,e,p,g,True,v
4300,k,e,w,w,False,v
3635,x,g,w,w,False,a
7173,b,p,w,w,True,v
7143,x,b,w,w,True,v
5176,x,n,w,w,True,s
4767,f,w,w,w,False,s
7272,x,g,w,w,True,s
3194,x,y,p,p,False,v
5269,x,n,w,w,False,a
2196,x,g,g,g,True,v
4798,x,g,w,w,False,s
203,f,e,w,w,True,v
7758,x,n,p,w,False,v
3594,f,g,b,n,False,v
3407,x,y,b,p,False,y
2396,f,g,p,g,True,v
875,f,n,w,w,False,a
5532,x,g,b,p,False,y
3120,f,g,w,w,False,s
4420,b,p,w,w,True,v
5320,f,y,b,p,False,v
8001,x,w,w,w,True,s
6588,x,y,b,b,False,y
2815,x,n,w,n,False,v
3293,f,n,p,w,False,v
1742,f,g,p,p,False,v
4654,x,g,w,w,False,s
5258,f,n,p,g,True,v
749,f,e,w,w,False,v
8043,f,n,p,w,False,v
6989,x,e,p,p,False,v
2932,f,g,w,w,True,y
1160,f,g,b,p,False,v
2280,x,e,c,c,False,c
5835,b,y,w,w,True,s
1760,s,g,w,w,False,y
2647,x,n,w,p,False,v
1657,x,y,p,n,False,v
1621,f,g,w,w,True,s
6775,x,n,w,w,False,v
4395,x,g,n,n,False,y
3257,x,y,p,n,False,v
6912,f,n,w,w,False,s
4918,f,g,w,w,False,s
5951,x,w,w,w,False,n
807,f,e,w,w,False,v
5063,x,g,w,w,False,s
922,b,w,w,w,True,n
2606,x,y,p,p,False,y
2430,x,g,n,b,False,y
6263,x,p,w,w,False,v
8099,k,n,p,w,False,v
4472,k,e,w,p,False,v
4310,x,e,p,w,False,v
249,f,n,p,p,False,v
3015,b,p,w,w,True,v
5832,x,n,o,o,False,c
7505,x,e,p,p,False,v
5854,f,n,w,w,True,v
6833,x,y,w,w,True,n
71,f,g,p,n,False,v
7395,k,e,p,p,False,v
6634,x,n,p,p,False,v
5669,x,g,w,w,False,a
2747,x,e,w,p,True,v
4865,f,e,w,w,True,c
5442,b,n,o,o,False,c
6219,f,e,p,p,False,v
7934,x,e,g,w,True,v
3246,k,e,w,p,False,v
3316,x,g,b,n,False,v
7072,f,g,p,b,False,y
2824,f,n,p,w,False,v
6596,f,n,p,g,True,v
3789,f,g,b,p,False,y
6,f,g,n,n,False,v
2180,f,e,g,w,True,y
41,f,y,n,p,False,v
1938,x,n,w,w,False,v
1590,b,w,w,w,True,v
5019,x,y,p,p,False,v
5205,x,g,p,b,False,y
1305,x,y,n,n,False,y
6089,f,n,p,w,True,y
6814,f,e,p,w,False,v
7632,b,n,o,o,False,c
5141,f,g,n,n,False,y
3917,x,n,w,w,False,a
2968,x,n,w,p,True,v
7853,x,e,w,g,True,y
1729,f,e,w,p,True,v
3523,x,n,w,w,False,v
4454,x,y,w,w,True,n
4651,x,e,w,w,False,v
4740,f,y,n,n,False,v
6082,x,y,w,w,True,y
2385,x,g,b,n,False,v
3396,x,n,w,p,False,v
1840,f,g,w,g,True,y
1040,x,g,w,w,False,a
4922,x,w,w,w,True,s
449,f,g,w,w,True,y
5896,f,w,w,w,True,s
5023,x,n,w,w,False,y
3961,x,n,w,w,True,y
4751,k,n,w,w,False,v
6258,x,p,w,w,False,s
4739,x,n,w,p,False,v
6315,f,e,w,p,False,v
1672,x,g,w,w,False,v
332,x,y,b,n,False,y
7527,b,g,w,w,False,n
4731,x,y,w,w,True,n
835,b,n,o,o,False,c
1077,x,y,b,p,False,v
2795,f,g,p,b,False,y
8086,x,g,w,w,False,a
6750,x,e,p,w,False,v
1108,x,g,p,n,False,y
5676,f,e,p,w,False,v
1884,f,n,w,w,False,a
1632,f,g,b,b,False,v
7335,f,n,w,g,True,y
3803,f,e,w,g,True,v
3981,f,w,w,w,True,s
2887,f,y,b,n,False,y
1723,f,n,p,p,False,v
3025,x,g,p,b,False,v
2614,x,w,w,w,True,s
5756,x,n,w,n,False,v
1387,k,c,c,c,False,c
2293,x,n,w,p,False,v
7962,f,n,w,w,True,s
1542,x,n,w,w,False,v
4546,f,n,w,p,False,v
638,k,w,w,w,False,s
2820,x,e,w,w,False,v
6819,x,g,p,w,True,y
3041,f,n,p,g,True,y
1565,f,n,w,w,False,v
1469,x,y,w,w,True,y
7358,k,n,p,p,False,v
6917,f,n,o,o,False,v
2168,f,g,w,g,True,v
7145,x,e,w,w,True,v
5895,f,g,w,w,False,s
1121,k,e,p,w,False,v
6059,x,n,w,w,True,v
1377,x,w,w,w,True,v
2209,f,g,n,b,False,y
7167,k,n,p,w,False,v
7125,x,g,w,w,False,v
2136,x,p,w,w,False,v
3922,f,g,p,p,False,y
121,f,n,w,p,False,v
7201,f,y,p,b,False,v
4821,x,w,w,w,False,a
3530,f,w,w,w,True,v
1688,x,w,w,w,True,s
5238,f,g,w,w,False,s
7506,s,n,w,w,False,v
6213,f,n,w,w,False,s
789,f,e,p,g,True,y
2531,f,g,g,g,True,y
1237,f,g,n,n,False,v
713,x,e,p,p,False,v
3099,f,g,g,w,True,y
5082,x,g,w,w,False,s
3733,x,g,w,w,True,v
1120,k,e,p,p,False,v
2722,b,n,o,o,False,c
4942,f,g,b,b,False,v
2728,f,y,n,n,False,y
4201,x,n,w,w,False,a
1193,f,n,p,w,False,v
591,f,n,p,g,True,y
6613,x,g,n,p,False,y
1155,f,g,g,p,True,v
6318,b,y,w,w,True,n
5090,x,b,w,w,True,s
4370,f,e,g,g,True,y
4243,x,w,w,w,True,s
3892,x,n,p,w,False,v
5429,f,n,w,p,False,v
1867,x,e,g,g,True,v
1454,f,n,w,w,False,s
6248,x,g,w,w,True,v
4643,b,y,w,w,True,n
588,x,e,w,p,True,v
6998,k,e,w,p,False,v
736,x,g,b,n,False,v
3163,f,b,w,w,True,v
1871,b,y,w,w,True,s
5525,f,e,g,g,True,v
6399,x,y,n,b,False,v
1552,x,n,w,w,True,s
3337,f,n,p,p,False,v
1539,f,n,g,g,True,y
6874,x,n,p,w,False,v
5110,f,g,w,w,True,v
6164,f,n,w,w,False,s
832,k,n,e,w,True,c
5984,f,y,p,n,False,v
597,k,e,p,w,False,v
4614,k,g,w,w,False,n
145,k,e,p,p,False,v
6788,k,e,w,w,False,v
525,f,w,w,w,False,a
3835,k,c,c,c,False,c
5834,x,y,w,w,True,s
7434,x,n,o,o,False,v
3924,x,u,w,w,False,y
7300,x,g,n,n,False,y
7000,x,g,w,w,False,s
3565,x,g,b,n,False,v
2126,f,n,w,w,False,v
2402,x,n,w,w,False,s
4422,f,n,w,g,True,y
5002,x,g,p,n,False,y
7968,x,y,w,w,True,v
5471,f,g,n,b,False,y
3746,f,y,p,p,False,y
7187,f,n,w,w,False,s
2583,x,w,w,w,False,s
4240,x,g,n,n,False,v
5996,f,g,w,g,True,v
301,b,w,w,w,True,n
281,x,g,w,w,False,s
94,f,n,w,w,True,v
5931,x,y,b,n,False,y
1914,f,g,p,p,False,y
612,k,e,e,e,True,c
4405,x,w,w,w,False,s
2664,f,g,w,g,True,y
377,x,n,p,w,True,y
4185,f,w,w,w,False,a
1446,x,e,p,p,False,v
1910,f,g,p,b,False,v
2504,f,y,p,b,False,y
4949,x,g,b,p,False,v
3698,x,y,p,b,False,y
6785,k,n,p,w,False,v
106,f,e,p,p,True,y
2254,s,n,w,w,False,y
2649,x,e,p,p,False,v
3275,f,y,n,n,False,v
4964,f,n,w,w,True,v
4694,f,y,b,b,False,y
1617,f,n,w,p,False,v
2235,k,w,w,w,False,n
2079,f,n,w,w,True,y
1911,x,n,w,w,True,y
2477,x,g,g,g,True,y
6978,x,w,w,w,True,s
5101,x,w,w,w,False,s
2781,x,w,w,w,True,s
2687,x,n,w,w,False,v
5979,f,g,b,p,False,v
5943,f,e,w,p,False,v
5306,k,n,p,w,False,v
6878,f,y,w,w,True,y
621,f,n,w,n,False,v
3237,x,g,g,p,True,v
8096,f,y,n,b,False,v
4375,x,w,w,w,True,s
619,x,n,w,w,True,y
1129,k,e,w,p,False,v
2846,x,n,g,g,True,y
943,b,w,w,w,True,v
3007,f,c,w,n,False,v
2464,x,n,o,o,False,v
2631,x,w,w,w,False,s
2487,f,w,w,w,True,v
1297,f,n,g,w,True,y
3187,f,n,w,w,False,a
4383,x,n,p,w,False,v
3348,x,e,g,p,True,y
1123,x,w,w,w,False,s
6292,x,n,w,p,True,y
1527,x,y,w,w,True,v
3226,f,g,p,g,True,y
3092,x,n,p,p,False,v
6472,f,n,w,w,True,y
344,f,y,b,b,False,y
755,f,n,w,w,True,s
4785,f,g,b,p,False,v
4428,x,w,w,w,True,s
6709,f,y,p,p,False,y
5758,x,y,w,w,True,s
2376,k,g,w,w,False,n
2860,x,w,w,w,True,v
842,k,n,p,p,False,v
